1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-0.71875,-1.43125,-0.79375,-1.0125,-0.9375,-0.96875,-0.64375,-1.7875,0.25,-0.725,-1.38125,-0.64375,-0.475,-0.98125,-1.5875,-0.76875,-0.56875,-1.8375,-0.7625,-0.50625
-1.914474,-2.842105,-2.125,-2.578947,-3.75,-2.921053,-3.105263,-1.888158,-2.25,-2.611842,-3.006579,-2.828947,-2.572368,-3.355263,-3.473684,-1.894737,-1.934211,-4.960526,-3.618421,-2.138158
-1.102326,-0.64186,-0.916279,-1.204651,-0.088372,-0.586047,-0.972093,-1.646512,0.0,-1.195349,-1.386047,-0.837209,-0.47907,-0.688372,-0.948837,-0.539535,-0.711628,-1.413953,-0.306977,-1.265116
-0.59633,-0.657492,-0.412844,-0.675841,-0.458716,-0.195719,-0.30581,-1.33945,-0.012232,-0.883792,-1.214067,-0.470948,-0.082569,-1.003058,-0.727829,-0.406728,-0.464832,-1.40367,-0.651376,-0.877676
-0.68125,-1.35625,-0.9,-0.9875,-0.81875,-0.91875,-0.625,-1.70625,0.09375,-0.7375,-1.34375,-0.6375,-0.425,-1.1125,-1.375,-0.6875,-0.48125,-1.84375,-0.725,-0.51875
-0.681093,-0.412301,-0.67426,-1.025057,-1.127563,-0.18451,-0.469248,-1.020501,-0.118451,-0.936219,-1.075171,-0.769932,-0.205011,-0.537585,-1.059226,-0.232346,-0.578588,-0.938497,-0.742597,-0.76082
-0.473684,-1.226316,-0.9,-1.536842,-1.984211,-0.426316,-0.910526,-2.068421,-0.984211,-0.794737,-0.952632,-0.847368,-0.715789,-1.473684,0.273684,-0.257895,0.031579,-2.368421,-0.963158,-0.615789
-0.63522,-1.176101,-0.748428,-1.012579,-0.855346,-0.849057,-0.666667,-1.773585,-0.025157,-0.742138,-1.314465,-0.496855,-0.308176,-1.069182,-1.503145,-0.591195,-0.503145,-2.006289,-0.660377,-0.446541
-0.424242,-0.825758,-1.068182,-1.045455,-2.234848,-0.272727,-0.166667,-2.022727,-0.954545,-0.893939,-0.795455,-0.333333,-0.484848,-1.348485,-1.992424,-0.666667,-0.469697,-2.643939,-1.348485,-0.712121
-2.125413,-2.805281,-2.089109,-2.808581,-3.792079,-2.673267,-3.052805,-2.854785,-2.339934,-2.485149,-2.765677,-2.643564,-2.353135,-2.620462,-3.349835,-1.719472,-1.976898,-4.0033,-2.277228,-2.336634
-0.395161,-0.758065,-1.548387,-1.354839,-1.370968,-0.846774,-1.145161,-1.233871,-1.717742,-1.66129,-1.395161,-1.258065,-1.104839,-2.306452,-0.854839,-0.709677,-0.822581,-2.137097,-1.717742,-0.959677
-0.661017,-0.688136,-0.888136,-1.444068,-1.735593,1.742373,-0.420339,-1.60339,-0.6,-1.149153,-0.766102,-0.60678,-0.525424,-1.264407,0.779661,-0.308475,-0.637288,-1.962712,-1.088136,-0.894915
-2.091503,-2.581699,-2.104575,-1.673203,-3.601307,-1.823529,-1.20915,-3.065359,-2.856209,-2.54902,-2.379085,-1.928105,-1.411765,-3.052288,-3.797386,-2.0,-1.79085,-4.771242,-3.30719,-2.372549
-0.50813,-1.077236,-0.609756,-1.227642,-0.406504,-0.808943,-1.47561,-0.784553,-0.422764,-0.947154,-1.365854,-1.300813,-0.495935,-0.703252,-0.943089,-0.292683,-0.447154,-0.585366,-0.398374,-0.723577
-0.570423,-0.369718,-0.697183,-0.257042,-1.612676,0.18662,0.901408,-2.40493,-0.482394,-1.623239,-1.299296,0.264085,-0.447183,-2.461268,-2.239437,-1.007042,-0.855634,-2.93662,-2.0,-1.362676
-1.573643,-2.503876,-1.511628,-1.976744,-3.302326,-1.860465,-2.03876,-2.612403,-2.155039,-1.27907,-2.069767,-1.465116,-1.976744,-2.147287,-2.193798,-1.24031,-0.55814,-3.286822,-2.178295,-0.829457
-0.832985,-1.371608,-0.728601,-1.196242,-2.605428,-0.912317,-1.292276,-1.824635,-0.636743,-1.417537,-1.306889,-1.231733,-0.985386,-0.964509,-1.54071,-0.471816,-0.60334,-1.521921,-0.670146,-1.375783
-0.76875,-1.48125,-0.78125,-0.98125,-1.0375,-0.91875,-0.6125,-1.8125,0.1,-0.75,-1.45625,-0.575,-0.375,-1.1125,-1.46875,-0.73125,-0.51875,-1.8,-0.85625,-0.50625
-2.216216,-3.693694,-2.486486,-3.108108,-4.063063,-2.873874,-3.247748,-2.963964,-3.373874,-3.369369,-3.77027,-2.923423,-3.130631,-3.972973,-4.387387,-1.977477,-2.45045,-4.756757,-3.022523,-2.801802
-0.549618,-1.290076,-0.862595,-1.083969,-0.19084,-0.755725,-1.129771,-1.091603,-0.687023,-0.977099,-1.351145,-0.900763,-0.358779,-1.351145,-1.908397,-0.603053,-0.458015,-1.816794,-0.916031,-0.916031
